         FINAL PRE-CLEARING PRICES AS OF 02/10/20 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
0CJ TEST PLATINUM
JUN20    1021.3    1021.3    1021.3    1021.3      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
0UL TEST EUA FUTURE
JUN20     .0025     .0025     .0025     .0025      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
1CE Chicago Ethanol (Platts) Calendar Spread Option -
6500       ----      ----      ----      ----       .01    UNCH                    .01                       3
6800       ----      ----      ----      ----       .01    UNCH                    .01                       1
7000       ----      ----      ----      ----       .01    UNCH                    .01                       2
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   833                    211        1934
LO3 FEB20 Crude Oil Weekly 3 Option PUT
4000       ----      ----      ----      ----       .02    UNCH           3        .02           2           8
4100       ----      ----       .03A      .03A      .03    -.01                    .04           5           5
4200        .04       .05       .04       .05       .04    -.02           2        .06                     105
4250       ----      ----       .05A      .05A      .06    -.02                    .08           5           5
4300        .07       .07       .06A      .07       .07    -.03           1        .10                       6
4350        .12       .14B      .07A      .09B      .09    -.03          10        .12           1           2
4400        .13       .14       .09A      .13A      .12    -.03           3        .15                       1
4450        .13       .16       .11A      .16       .15    -.03           5        .18                      45
4500        .21       .28B      .14A      .20       .19    -.03          11        .22          10         387
4550        .24       .33B      .18A      .24A      .24    -.03          64        .27                     105
4600        .33       .40B      .23A      .30A      .31    -.01          14        .32           2          22
4650       ----       .49B      .29A      .38A      .38    -.01         107        .39          87         100
4700        .39       .59B      .36A      .48A      .48    +.01           3        .47          15          30
4750        .52       .73B      .45A      .59A      .59    +.03          21        .56           2          50
4800        .83       .85B      .55A      .72A      .73    +.06          25        .67          78         154
4850        .75      1.02B      .67A      .87A      .88    +.08          99        .80         233         245
4900       1.05      1.20B      .82A     1.05A     1.07    +.12          13        .95         105         267
4950       1.19      1.40B      .98A     1.24A     1.28    +.16         112       1.12          10          48
5000       1.57      1.63B     1.18A     1.47A     1.52    +.21         120       1.31         246         358
5050       1.47      1.88B     1.40A     1.72A     1.78    +.25           2       1.53          41          45
5100       1.75      2.16B     1.65A     2.03A     2.08    +.30           4       1.78           4          33
5150       ----      2.43B     1.95A     2.36A     2.40    +.35                   2.05           3          29
5200       ----      2.72B     2.26A     2.52B     2.75    +.40                   2.35          12          31
5250       ----      2.76B     2.63A     2.74B     3.13    +.45           5       2.68           4         115
5300       ----      ----      ----      ----      3.53    +.49                   3.04           1          19
5350       ----      ----      ----      ----      3.96    +.54                   3.42                      14
5400       ----      ----      ----      ----      4.40    +.58           1       3.82                      19
5450       ----      ----      ----      ----      4.85    +.61                   4.24                       2
5500       ----      ----      ----      ----      5.32    +.65                   4.67                      80
5700       ----      ----      ----      ----      7.26    +.72                   6.54                       1
5800       ----      ----      ----      ----      8.25    +.74                   7.51                       4
5850       ----      ----      ----      ----      8.74    +.74                   8.00           3           3
5950       ----      ----      ----      ----      9.74    +.76                   8.98           3           4
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   625                    872        2342
LO4 FEB20 Crude Oil Weekly 4 Option CALL
4700       3.65      3.65      3.48A     3.56B     3.55    ----           2       ----
4950       ----      ----      1.84A     1.92A     1.92    -.57           1       2.49                       1
5000       ----      ----      1.58A     1.65A     1.65    -.54           2       2.19                       2
5050       1.75      1.84B     1.34A     1.41A     1.41    -.50           1       1.91           2           1
5100       1.15      1.20      1.13A     1.19A     1.19    -.47           4       1.66           1           7
5150        .96       .99B      .94A      .99B     1.00    -.42           3       1.42                      12
5200        .82       .83B      .78A      .83B      .83    -.38           5       1.21           4           5
5250       ----      ----       .64A      .68B      .68    -.34           3       1.02           8          12
5300        .70       .81B      .52       .55B      .55    -.30           7        .85                       1
5350       ----      ----       .42A      .44B      .44    -.26           1        .70                       8
5400        .40       .43B      .34A      .35B      .35    -.23           7        .58           3          22
5450        .28       .28       .27A      .28B      .28    -.19           2        .47                       9
5500        .36       .36       .22A      .22A      .22    -.16          17        .38                      20
5550        .25       .25       .18A      .18A      .18    -.13           4        .31                       3
5600       ----      ----       .14A      .14A      .14    -.11           1        .25           4          23
5650        .14       .14       .12A      .12A      .11    -.09          12        .20                      20
5700       ----      ----       .10A      .10A      .09    -.07                    .16           2           5
5750        .10       .12B      .08A      .08A      .08    -.05           2        .13           2          32
5800       ----      ----       .07A      .07A      .06    -.05           2        .11                      16
5850       ----      ----       .06A      .06A      .06    -.04                    .10                      34
5900       ----      ----       .05A      .05A      .05    -.03           1        .08           3           5
6000       ----      ----       .04A      .04A      .04    -.02           2        .06                      15
6050       ----      ----       .04A      .04A      .04    -.02                    .06                       2
6100       ----      ----       .03A      .03A      .03    -.02                    .05                       4
6150       ----      ----       .03A      .03A      .03    -.01                    .04                       2
6200        .02       .02       .02       .02       .02    -.02          30        .04                       3
6250       ----      ----      ----      ----       .02    -.01                    .03                       1
6300       ----      ----      ----      ----       .02    -.01                    .03                       1
7500       ----      ----      ----      ----       .01    UNCH                    .01                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   109                     29         267
LO4 FEB20 Crude Oil Weekly 4 Option PUT
3750       ----      ----      ----      ----       .01    -.01                    .02                      15
4000       ----      ----       .05A      .05A      .05    -.02                    .07           1          25
4200       ----      ----       .09A      .11B      .12    -.02                    .14           3           3
4300        .15       .22B      .13A      .17B      .18    -.01          65        .19                      13
4350        .20       .21B      .16A      .21B      .22    ----          18       ----
4400        .22       .32B      .19A      .25B      .26    -.01           7        .27           2           3
4450       ----      ----      ----      ----       .32    ----           1       ----
4500        .40       .46B      .29       .37A      .38    UNCH          37        .38                      37
4550        .44       .55B      .35A      .45A      .46    +.02          13        .44                       1
4600        .47       .64B      .42A      .54A      .55    +.03          10        .52                       8
4700        .76       .87B      .60A      .76A      .77    +.06           1        .71           1          10
4750        .91      1.01B      .71A      .89A      .91    +.09           7        .82                      10
4800       1.02      1.16B      .83A     1.04A     1.06    +.11           1        .95          47          56
4850       ----      1.33B      .98A     1.21A     1.23    +.13                   1.10                       5
4900       ----      1.51B     1.14A     1.40A     1.43    +.17           9       1.26                      29
4950       1.75      1.75      1.32A     1.61A     1.64    +.20           5       1.44                       2
5000       1.88      1.95B     1.52A     1.84A     1.87    +.23          21       1.64          18          99
5050       ----      2.20B     1.75A     2.09A     2.13    +.27           2       1.86                       3
5100       ----      2.47B     2.00A     2.36A     2.41    +.30                   2.11           2           2
5150       ----      2.76B     2.27A     2.69A     2.72    +.35                   2.37                       1
5200       ----      3.08B     2.56A     3.02A     3.04    +.38                   2.66           1           4
5250       ----      3.29B     2.91A     3.18B     3.39    +.42                   2.97                       5
5350       4.10      4.12B     4.10      4.12B     4.16    +.51           1       3.65                       1
5450       ----      ----      ----      ----      5.00    +.58                   4.42                       1
5650       ----      ----      ----      ----      6.83    +.68                   6.15                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   198                     75         334
G4 MAR20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      .004   -.001         300       .005        1500       17425
100        ----      ----      ----      ----      .001    UNCH                   .001                   38700
1000       ----      ----      ----      ----      .001    UNCH                   .001                    8900
150        ----      ----      ----      ----      .001    UNCH                   .001                     525
1500       ----      ----      ----      ----      .001    UNCH                   .001                    5450
2000       ----      ----      ----      ----      .001    UNCH                   .001                    6700
250        ----      ----      ----      ----      .001    UNCH                   .001                   10600
2500       ----      ----      ----      ----      .001    UNCH                   .001                     250
300        ----      ----      ----      ----      .001    UNCH                   .001                     250
400        ----      ----      ----      ----      .001    UNCH                   .001                     525
50         ----      ----      ----      ----      .001   -.001                   .002        6750        5250
500        ----      ----      ----      ----      .001    UNCH                   .001                   31700
750        ----      ----      ----      ----      .001    UNCH                   .001                     300
-100       ----      ----      ----      ----      .062   -.004                   .066
G4 APR20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      .002   -.001                   .003                    1500
100        ----      ----      ----      ----      .001    UNCH                   .001                    3550
150        ----      ----      ----      ----      .001    UNCH                   .001                    1000
200        ----      ----      ----      ----      .001    UNCH                   .001                     100
400        ----      ----      ----      ----      .001    UNCH                   .001
50         ----      ----      ----      ----      .001    UNCH                   .001                     750
G4 SEP20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      .007    UNCH                   .007                     500
G4 OCT20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
-50        ----      ----      ----      ----      .004   -.003                   .007                     500
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   300                   8250      134475
G4 MAR20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
0          ----      ----      ----      ----      .042   +.003                   .039        1800       36850
100        ----      ----      ----      ----      .138   +.003                   .135                   36650
2000       ----      ----      ----      ----     2.037   +.005                  2.032                    1600
250        ----      ----      ----      ----      .288   +.004                   .284                   36751
2500       ----      ----      ----      ----     2.536   +.004                  2.532                     250
500        ----      ----      ----      ----      .538   +.004                   .534                   20108
-100       ----      ----      ----      ----      .001    UNCH                   .001                    3250
-50        ----      ----      ----      ----      .008   +.004         500       .004                    3950
G4 APR20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-100       ----      ----      ----      ----      .007    UNCH                   .007                    2000
-50        ----      ----      ----      ----      .027   +.002                   .025                    1500
G4 MAY20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-50        ----      ----      ----      ----      .027   +.002                   .025                    2000
G4 SEP20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-100       ----      ----      ----      ----      .004    UNCH                   .004                   15500
-50        ----      ----      ----      ----      .015   +.001                   .014                    2000
G4 OCT20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-150       ----      ----      ----      ----      .028   +.006                   .022                     350
-250       ----      ----      ----      ----      .008   +.002                   .006                     200
G4 NOV20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-300       ----      ----      ----      ----      .012   +.003                   .009                     500
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   500                   1800      163459
G2 NOV20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
-200       ----      ----      ----      ----      .010   -.003                   .013                    3000
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                     3000
FA MAR20 NY Harbor ULSD Calendar Spread Option - 1 Month CALL
400        ----      ----      ----      ----     .0003  -.0002                  .0005                     250
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      250
FA MAR20 NY Harbor ULSD Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----     .0026    UNCH                  .0026                      50
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                       50
G6 APR20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      .001    UNCH                   .001                    7050
100        ----      ----      ----      ----      .001    UNCH                   .001                    5800
50         ----      ----      ----      ----      .001    UNCH                   .001                    3800
-100       ----      ----      ----      ----      .002   -.002                   .004                    3350
-150       ----      ----      ----      ----      .006   -.003                   .009                    1500
-200       ----      ----      ----      ----      .014   -.006        1000       .020         500        6200
-250       ----      ----      ----      ----      .028   -.012                   .040
-300       ----      ----      ----      ----      .050   -.018                   .068
-400       ----      ----      ----      ----      .122    ----                   ----
-50        ----      ----      ----      ----      .001    UNCH                   .001                    2500
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  1000                    500       30200
G6 APR20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
0          ----      ----      ----      ----      .285   +.028                   .257                    2400
-100       ----      ----      ----      ----      .187   +.027                   .160                    2100
-150       ----      ----      ----      ----      .141   +.025                   .116                    4450
-200       ----      ----      ----      ----      .098   +.021                   .077         500        6550
-250       ----      ----      ----      ----      .063   +.016                   .047                    4400
-300       ----      ----      ----      ----      .035   +.010         500       .025         500       10500
-400       ----      ----      ----      ----      .007   +.001        1000       .006                    5500
-50        ----      ----      ----      ----      .235   +.027                   .208                    2700
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  1500                   1000       38600
G5 MAY20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
0          ----      ----      ----      ----      .001    UNCH                   .001                     650
-200       ----      ----      ----      ----      .032    ----         100       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   100                                650
G5 MAY20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-100       ----      ----      ----      ----      .126   +.018                   .108                     250
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                      250
G3 APR20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
-150       ----      ----      ----      ----      .009   -.004                   .013                    1000
G3 OCT20 Henry Hub Natural Gas Financial Calendar Spread Op CALL
-100       ----      ----      ----      ----      .001   -.001        4000       .002                    5800
-200       ----      ----      ----      ----      .003   -.004        2300       .007                    2600
-250       ----      ----      ----      ----      .007   -.006         550       .013                   12000
-300       ----      ----      ----      ----      .016   -.011                   .027                    3550
-350       ----      ----      ----      ----      .031   -.016                   .047         150        1075
-400       ----      ----      ----      ----      .052   -.020         100       .072                     100
-500       ----      ----      ----      ----      .108   -.028                   .136
-600       ----      ----      ----      ----      .180   -.033                   .213
-750       ----      ----      ----      ----      .305   -.037                   .342
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  6950                    150       26125
G3 JLY20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-100       ----      ----      ----      ----      .042   +.006                   .036                    3000
G3 OCT20 Henry Hub Natural Gas Financial Calendar Spread Op PUT
-350       ----      ----      ----      ----      .149   +.028                   .121                    3000
-400       ----      ----      ----      ----      .120   +.023                   .097                     100
-500       ----      ----      ----      ----      .077   +.016                   .061                    5200
-600       ----      ----      ----      ----      .050   +.011                   .039                    7200
-750       ----      ----      ----      ----      .027   +.007                   .020                    4500
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    23000
E7 MAR20 Henry Hub Natural Gas Last Day Financial Option CALL
180        ----      ----      ----      ----     .0476  -.0563                  .1039
200        ----      ----      ----      ----     .0063  -.0159                  .0222
225        ----      ----      ----      ----     .0006  -.0013                  .0019                      44
240        ----      ----      ----      ----     .0002  -.0002                  .0004                      15
250        ----      ----      ----      ----     .0001    UNCH                  .0001                       2
270        ----      ----      ----      ----     .0001    UNCH                  .0001                       8
275        ----      ----      ----      ----     .0001    UNCH                  .0001                       2
280        ----      ----      ----      ----     .0001    UNCH                  .0001                       5
300        ----      ----      ----      ----     .0001    UNCH                  .0001                     134
302        ----      ----      ----      ----     .0001    UNCH                  .0001                       5
305        ----      ----      ----      ----     .0001    UNCH                  .0001                      30
310        ----      ----      ----      ----     .0001    UNCH                  .0001                     100
325        ----      ----      ----      ----     .0001    UNCH                  .0001                      81
335        ----      ----      ----      ----     .0001    UNCH                  .0001                       8
336        ----      ----      ----      ----     .0001    UNCH                  .0001                       2
350        ----      ----      ----      ----     .0001    UNCH                  .0001                      54
390        ----      ----      ----      ----     .0001    UNCH                  .0001                      20
E7 APR20 Henry Hub Natural Gas Last Day Financial Option CALL
200        ----      ----      ----      ----     .0252  -.0248                  .0500
220        ----      ----      ----      ----     .0064  -.0077                  .0141
225        ----      ----      ----      ----     .0047  -.0056                  .0103                      44
240        ----      ----      ----      ----     .0022  -.0024                  .0046                      15
241        ----      ----      ----      ----     .0021  -.0023                  .0044                       2
250        ----      ----      ----      ----     .0015  -.0015                  .0030                      16
260        ----      ----      ----      ----     .0011  -.0010                  .0021                      30
262        ----      ----      ----      ----     .0010  -.0009                  .0019                       6
270        ----      ----      ----      ----     .0008  -.0008                  .0016                       8
275        ----      ----      ----      ----     .0006  -.0008                  .0014                      44
280        ----      ----      ----      ----     .0005  -.0007                  .0012                       5
300        ----      ----      ----      ----     .0003  -.0004                  .0007                      60
305        ----      ----      ----      ----     .0002  -.0004                  .0006                      30
325        ----      ----      ----      ----     .0001  -.0002                  .0003                      60
350        ----      ----      ----      ----     .0001    UNCH                  .0001                      30
E7 MAY20 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .0136  -.0092                  .0228                      44
240        ----      ----      ----      ----     .0060  -.0033                  .0093                      15
241        ----      ----      ----      ----     .0057  -.0031                  .0088                       2
250        ----      ----      ----      ----     .0038  -.0017                  .0055                      16
260        ----      ----      ----      ----     .0026  -.0010                  .0036                      31
262        ----      ----      ----      ----     .0024  -.0009                  .0033                       6
270        ----      ----      ----      ----     .0019  -.0006                  .0025                       8
275        ----      ----      ----      ----     .0016  -.0005                  .0021                      60
280        ----      ----      ----      ----     .0014  -.0004                  .0018                       5
300        ----      ----      ----      ----     .0009  -.0001                  .0010                      62
305        ----      ----      ----      ----     .0008  -.0001                  .0009                      30
325        ----      ----      ----      ----     .0005    UNCH                  .0005                      62
350        ----      ----      ----      ----     .0003  +.0001                  .0002                      31
E7 JUN20 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .0264  -.0146                  .0410                      44
240        ----      ----      ----      ----     .0114  -.0063                  .0177                      15
241        ----      ----      ----      ----     .0108  -.0060                  .0168                       2
250        ----      ----      ----      ----     .0068  -.0033                  .0101                      38
260        ----      ----      ----      ----     .0043  -.0017                  .0060                      30
262        ----      ----      ----      ----     .0040  -.0015                  .0055                       6
270        ----      ----      ----      ----     .0028  -.0011                  .0039                       8
275        ----      ----      ----      ----     .0024  -.0008                  .0032                      61
280        ----      ----      ----      ----     .0020  -.0006                  .0026                       5
300        ----      ----      ----      ----     .0012  -.0003                  .0015                      60
305        ----      ----      ----      ----     .0011  -.0002                  .0013                      30
325        ----      ----      ----      ----     .0007  -.0001                  .0008                      60
350        ----      ----      ----      ----     .0004    UNCH                  .0004                      30
E7 JLY20 Henry Hub Natural Gas Last Day Financial Option CALL
200        ----      ----      ----      ----     .1459  -.0403                  .1862
225        ----      ----      ----      ----     .0513  -.0204                  .0717                      44
235        ----      ----      ----      ----     .0310  -.0142                  .0452                       4
240        ----      ----      ----      ----     .0239  -.0116                  .0355                      15
241        ----      ----      ----      ----     .0227  -.0111                  .0338                       2
250        ----      ----      ----      ----     .0144  -.0071                  .0215                      40
260        ----      ----      ----      ----     .0087  -.0043                  .0130                      31
262        ----      ----      ----      ----     .0079  -.0040                  .0119                       6
270        ----      ----      ----      ----     .0054  -.0029                  .0083                       8
275        ----      ----      ----      ----     .0043  -.0025                  .0068                      58
280        ----      ----      ----      ----     .0035  -.0021                  .0056                       5
300        ----      ----      ----      ----     .0018  -.0010                  .0028                      62
305        ----      ----      ----      ----     .0015  -.0009                  .0024                      30
325        ----      ----      ----      ----     .0009  -.0005                  .0014                      62
350        ----      ----      ----      ----     .0005  -.0002                  .0007                      31
E7 AUG20 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .0716  -.0217                  .0933                      44
235        ----      ----      ----      ----     .0464  -.0154                  .0618                       4
240        ----      ----      ----      ----     .0370  -.0128                  .0498                      15
241        ----      ----      ----      ----     .0353  -.0123                  .0476                       2
250        ----      ----      ----      ----     .0233  -.0084                  .0317                      44
260        ----      ----      ----      ----     .0149  -.0049                  .0198                      31
262        ----      ----      ----      ----     .0136  -.0045                  .0181                       6
270        ----      ----      ----      ----     .0097  -.0032                  .0129                       8
275        ----      ----      ----      ----     .0080  -.0025                  .0105                      56
280        ----      ----      ----      ----     .0066  -.0020                  .0086                       5
300        ----      ----      ----      ----     .0035  -.0009                  .0044                      62
305        ----      ----      ----      ----     .0030  -.0008                  .0038                      30
325        ----      ----      ----      ----     .0019  -.0003                  .0022                      62
350        ----      ----      ----      ----     .0011  -.0002                  .0013                      31
E7 SEP20 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .0822  -.0207                  .1029                      44
230        ----      ----      ----      ----     .0675  -.0178                  .0853
235        ----      ----      ----      ----     .0550  -.0151                  .0701                       4
240        ----      ----      ----      ----     .0447  -.0124                  .0571                      15
241        ----      ----      ----      ----     .0429  -.0118                  .0547                       2
250        ----      ----      ----      ----     .0289  -.0079                  .0368                      29
260        ----      ----      ----      ----     .0185  -.0051                  .0236                      30
262        ----      ----      ----      ----     .0170  -.0046                  .0216                       6
270        ----      ----      ----      ----     .0119  -.0034                  .0153                       8
275        ----      ----      ----      ----     .0096  -.0030                  .0126                      45
280        ----      ----      ----      ----     .0077  -.0026                  .0103                       5
300        ----      ----      ----      ----     .0037  -.0016                  .0053                      60
305        ----      ----      ----      ----     .0032  -.0014                  .0046                      30
325        ----      ----      ----      ----     .0019  -.0007                  .0026                      60
350        ----      ----      ----      ----     .0012  -.0003                  .0015                      30
E7 OCT20 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .1082  -.0220                  .1302                      44
235        ----      ----      ----      ----     .0761  -.0166                  .0927                       4
240        ----      ----      ----      ----     .0633  -.0140                  .0773                      15
241        ----      ----      ----      ----     .0610  -.0134                  .0744                       2
250        ----      ----      ----      ----     .0431  -.0098                  .0529                      17
260        ----      ----      ----      ----     .0289  -.0069                  .0358                      31
262        ----      ----      ----      ----     .0267  -.0064                  .0331                       6
270        ----      ----      ----      ----     .0196  -.0045                  .0241                       8
275        ----      ----      ----      ----     .0161  -.0038                  .0199                      38
280        ----      ----      ----      ----     .0133  -.0032                  .0165                       5
300        ----      ----      ----      ----     .0065  -.0016                  .0081                      62
305        ----      ----      ----      ----     .0056  -.0013                  .0069                      30
325        ----      ----      ----      ----     .0034  -.0005                  .0039                      62
350        ----      ----      ----      ----     .0021  -.0003                  .0024                      31
E7 NOV20 Henry Hub Natural Gas Last Day Financial Option CALL
235        ----      ----      ----      ----     .1514  -.0134                  .1648                       4
240        ----      ----      ----      ----     .1343  -.0119                  .1462                      15
260        ----      ----      ----      ----     .0817  -.0071                  .0888                      30
270        ----      ----      ----      ----     .0633  -.0053                  .0686                       8
280        ----      ----      ----      ----     .0493  -.0036                  .0529                       5
300        ----      ----      ----      ----     .0306  -.0016                  .0322                      65
305        ----      ----      ----      ----     .0273  -.0013                  .0286                      30
325        ----      ----      ----      ----     .0182  -.0002                  .0184                      60
350        ----      ----      ----      ----     .0115  +.0001                  .0114                      30
E7 DEC20 Henry Hub Natural Gas Last Day Financial Option CALL
235        ----      ----      ----      ----     .2821  -.0080                  .2901                       4
240        ----      ----      ----      ----     .2599  -.0070                  .2669                      15
260        ----      ----      ----      ----     .1872  -.0040                  .1912                      31
270        ----      ----      ----      ----     .1595  -.0025                  .1620                       8
280        ----      ----      ----      ----     .1364  -.0011                  .1375                       5
300        ----      ----      ----      ----     .1011  +.0009                  .1002                      67
305        ----      ----      ----      ----     .0941  +.0013                  .0928                      30
325        ----      ----      ----      ----     .0714  +.0023                  .0691                      62
350        ----      ----      ----      ----     .0520  +.0028                  .0492                      31
E7 JAN21 Henry Hub Natural Gas Last Day Financial Option CALL
220        ----      ----      ----      ----     .4653  -.0098                  .4751
250        ----      ----      ----      ----     .3146  -.0052                  .3198                       3
260        ----      ----      ----      ----     .2789  -.0034                  .2823                      31
300        ----      ----      ----      ----     .1794  +.0016                  .1778                     108
301        ----      ----      ----      ----     .1776  +.0017                  .1759                       9
325        ----      ----      ----      ----     .1411  +.0023                  .1388                      24
350        ----      ----      ----      ----     .1137  +.0024                  .1113                      31
E7 FEB21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .3291  -.0060                  .3351                       3
260        ----      ----      ----      ----     .2956  -.0049                  .3005                      28
300        ----      ----      ----      ----     .1990  -.0017                  .2007                      91
301        ----      ----      ----      ----     .1972  -.0016                  .1988                       9
325        ----      ----      ----      ----     .1602  -.0003                  .1605                      22
350        ----      ----      ----      ----     .1319  +.0006                  .1313                      28
E7 MAR21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .3070  -.0114                  .3184                       3
260        ----      ----      ----      ----     .2785  -.0095                  .2880                      31
300        ----      ----      ----      ----     .1951  -.0052                  .2003                      97
301        ----      ----      ----      ----     .1936  -.0050                  .1986                       9
325        ----      ----      ----      ----     .1616  -.0027                  .1643                      27
350        ----      ----      ----      ----     .1363  -.0012                  .1375                      31
E7 APR21 Henry Hub Natural Gas Last Day Financial Option CALL
200        ----      ----      ----      ----     .3075  -.0023                  .3098
250        ----      ----      ----      ----     .0888  +.0020                  .0868                      25
253        ----      ----      ----      ----     .0819  +.0021                  .0798                      19
275        ----      ----      ----      ----     .0459  +.0022                  .0437                      13
300        ----      ----      ----      ----     .0269  +.0026                  .0243                      90
350        ----      ----      ----      ----     .0147  +.0045                  .0102                      30
E7 MAY21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .0693  -.0039                  .0732                      25
253        ----      ----      ----      ----     .0634  -.0035                  .0669                      19
275        ----      ----      ----      ----     .0346  -.0013                  .0359                      14
300        ----      ----      ----      ----     .0202    UNCH                  .0202                      93
350        ----      ----      ----      ----     .0085  +.0002                  .0083                      31
E7 JUN21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .0836  -.0047                  .0883                      32
253        ----      ----      ----      ----     .0767  -.0043                  .0810                      19
275        ----      ----      ----      ----     .0417  -.0022                  .0439                      10
300        ----      ----      ----      ----     .0237  -.0007                  .0244                      90
350        ----      ----      ----      ----     .0103  +.0001                  .0102                      30
E7 JLY21 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .1995  -.0022                  .2017
248        ----      ----      ----      ----     .1096  -.0009                  .1105                      28
250        ----      ----      ----      ----     .1038  -.0008                  .1046                      30
253        ----      ----      ----      ----     .0956  -.0007                  .0963                       9
275        ----      ----      ----      ----     .0529  +.0002                  .0527                       5
300        ----      ----      ----      ----     .0301  +.0009                  .0292                      93
350        ----      ----      ----      ----     .0132  +.0009                  .0123                      31
E7 AUG21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .1181  -.0013                  .1194                      28
250        ----      ----      ----      ----     .1121  -.0012                  .1133                      36
253        ----      ----      ----      ----     .1036  -.0011                  .1047                       9
300        ----      ----      ----      ----     .0334  +.0006                  .0328                      93
350        ----      ----      ----      ----     .0150  +.0009                  .0141                      31
E7 SEP21 Henry Hub Natural Gas Last Day Financial Option CALL
230        ----      ----      ----      ----     .1841  -.0017                  .1858
248        ----      ----      ----      ----     .1181  -.0009                  .1190                      28
250        ----      ----      ----      ----     .1122  -.0009                  .1131                      25
253        ----      ----      ----      ----     .1039  -.0008                  .1047                       9
300        ----      ----      ----      ----     .0346  +.0007                  .0339                      90
350        ----      ----      ----      ----     .0159  +.0010                  .0149                      30
E7 OCT21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .1340  -.0011                  .1351                      28
