         FINAL PRE-CLEARING PRICES AS OF 02/10/20 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
0CJ TEST PLATINUM
JUN20    1021.3    1021.3    1021.3    1021.3      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
0UL TEST EUA FUTURE
JUN20     .0025     .0025     .0025     .0025      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
1CE Chicago Ethanol (Platts) Calendar Spread Option -
NOV27      ----      ----      ----      ----     2.562   -.008                  2.570
DEC27      ----      ----      ----      ----     2.730   -.008                  2.738
JAN28      ----      ----      ----      ----     2.850   -.008                  2.858
FEB28      ----      ----      ----      ----     2.810   -.008                  2.818
MAR28      ----      ----      ----      ----     2.710   -.008                  2.718
APR28      ----      ----      ----      ----     2.440   -.008                  2.448
MAY28      ----      ----      ----      ----     2.420   -.008                  2.428
JUN28      ----      ----      ----      ----     2.452   -.008                  2.460
JLY28      ----      ----      ----      ----     2.492   -.008                  2.500
AUG28      ----      ----      ----      ----     2.507   -.008                  2.515
SEP28      ----      ----      ----      ----     2.517   -.008                  2.525
OCT28      ----      ----      ----      ----     2.552   -.008                  2.560
NOV28      ----      ----      ----      ----     2.618   -.008                  2.626
DEC28      ----      ----      ----      ----     2.770   -.008                  2.778
JAN29      ----      ----      ----      ----     2.893   -.008                  2.901
FEB29      ----      ----      ----      ----     2.858   -.008                  2.866
MAR29      ----      ----      ----      ----     2.763   -.008                  2.771
APR29      ----      ----      ----      ----     2.468   -.008                  2.476
MAY29      ----      ----      ----      ----     2.446   -.008                  2.454
JUN29      ----      ----      ----      ----     2.481   -.008                  2.489
JLY29      ----      ----      ----      ----     2.521   -.008                  2.529
AUG29      ----      ----      ----      ----     2.536   -.008                  2.544
SEP29      ----      ----      ----      ----     2.546   -.008                  2.554
OCT29      ----      ----      ----      ----     2.581   -.008                  2.589
NOV29      ----      ----      ----      ----     2.653   -.008                  2.661
DEC29      ----      ----      ----      ----     2.808   -.008                  2.816
NNT Henry Hub Swap TAS Futures
MAR20      ----      ----     -.001     -.001      .000    UNCH                   .000
APR20      ----      ----      ----      ----      .000    UNCH                   .000
MAY20      ----      ----     -.001     -.001      .000    UNCH                   .000
NPG Henry Hub Natural Gas Penultimate Financial Future
MAR20      ----      ----      ----      ----     1.766   -.092          46      1.858                    7083
APR20      ----      ----      ----      ----     1.804   -.088         988      1.892                    9225
MAY20      ----      ----      ----      ----     1.869   -.082          42      1.951                    6001
JUN20      ----      ----      ----      ----     1.937   -.078                  2.015                    4421
JLY20      ----      ----      ----      ----     2.014   -.071         800      2.085                    5836
AUG20      ----      ----      ----      ----     2.050   -.067          60      2.117                    7558
SEP20      ----      ----      ----      ----     2.054   -.061          60      2.115                    5087
OCT20      ----      ----      ----      ----     2.089   -.060         212      2.149                    4966
NOV20      ----      ----      ----      ----     2.224   -.040                  2.264                    3970
DEC20      ----      ----      ----      ----     2.444   -.018                  2.462                    3741
JAN21      ----      ----      ----      ----     2.558   -.016         740      2.574                    1281
FEB21      ----      ----      ----      ----     2.527   -.014         740      2.541                    1627
MAR21      ----      ----      ----      ----     2.438   -.013         740      2.451                    1873
APR21      ----      ----      ----      ----     2.205   -.010                  2.215          57        1399
MAY21      ----      ----      ----      ----     2.185   -.011                  2.196          57        1333
JUN21      ----      ----      ----      ----     2.225   -.010                  2.235          57        1700
JLY21      ----      ----      ----      ----     2.270   -.007                  2.277          57        1333
AUG21      ----      ----      ----      ----     2.278   -.007                  2.285          57        1333
SEP21      ----      ----      ----      ----     2.264   -.006                  2.270          57        1333
OCT21      ----      ----      ----      ----     2.288   -.006                  2.294          57        1333
NOV21      ----      ----      ----      ----     2.361   -.004                  2.365                    1108
DEC21      ----      ----      ----      ----     2.537   -.004                  2.541                    1108
JAN22      ----      ----      ----      ----     2.654   -.006                  2.660                    1446
FEB22      ----      ----      ----      ----     2.622   -.006                  2.628                    1440
MAR22      ----      ----      ----      ----     2.493   -.007                  2.500                    1446
APR22      ----      ----      ----      ----     2.250   -.007                  2.257                    1276
MAY22      ----      ----      ----      ----     2.225   -.006                  2.231                    1278
JUN22      ----      ----      ----      ----     2.270   -.006                  2.276                    1276
JLY22      ----      ----      ----      ----     2.314   -.007                  2.321                    1278
AUG22      ----      ----      ----      ----     2.328   -.007                  2.335                    1278
SEP22      ----      ----      ----      ----     2.320   -.008                  2.328                    1276
OCT22      ----      ----      ----      ----     2.350   -.008                  2.358                    1278
NOV22      ----      ----      ----      ----     2.420   -.008                  2.428                    1272
DEC22      ----      ----      ----      ----     2.591   -.008                  2.599                    1274
JAN23      ----      ----      ----      ----     2.713   -.008                  2.721                    1119
FEB23      ----      ----      ----      ----     2.670   -.008                  2.678                    1119
MAR23      ----      ----      ----      ----     2.537   -.008                  2.545                    1119
APR23      ----      ----      ----      ----     2.287   -.008                  2.295                    1185
MAY23      ----      ----      ----      ----     2.272   -.008                  2.280                    1185
JUN23      ----      ----      ----      ----     2.314   -.008                  2.322                    1185
JLY23      ----      ----      ----      ----     2.355   -.008                  2.363                    1185
AUG23      ----      ----      ----      ----     2.370   -.008                  2.378                    1185
SEP23      ----      ----      ----      ----     2.363   -.008                  2.371                    1185
OCT23      ----      ----      ----      ----     2.391   -.008                  2.399                    1185
NOV23      ----      ----      ----      ----     2.465   -.008                  2.473                    1083
DEC23      ----      ----      ----      ----     2.643   -.008                  2.651                    1083
JAN24      ----      ----      ----      ----     2.754   -.008                  2.762                    1152
FEB24      ----      ----      ----      ----     2.714   -.008                  2.722                    1152
MAR24      ----      ----      ----      ----     2.584   -.008                  2.592                    1152
APR24      ----      ----      ----      ----     2.324   -.008                  2.332                    1152
MAY24      ----      ----      ----      ----     2.304   -.008                  2.312                    1152
JUN24      ----      ----      ----      ----     2.335   -.008                  2.343                    1152
JLY24      ----      ----      ----      ----     2.365   -.008                  2.373                    1152
AUG24      ----      ----      ----      ----     2.373   -.008                  2.381                    1152
SEP24      ----      ----      ----      ----     2.363   -.008                  2.371                    1152
OCT24      ----      ----      ----      ----     2.386   -.008                  2.394                    1152
NOV24      ----      ----      ----      ----     2.448   -.008                  2.456                    1152
DEC24      ----      ----      ----      ----     2.629   -.008                  2.637                    1152
JAN25      ----      ----      ----      ----     2.750   -.008                  2.758                     222
FEB25      ----      ----      ----      ----     2.715   -.008                  2.723                     222
MAR25      ----      ----      ----      ----     2.601   -.008                  2.609                     222
APR25      ----      ----      ----      ----     2.341   -.008                  2.349                     222
MAY25      ----      ----      ----      ----     2.329   -.008                  2.337                     222
JUN25      ----      ----      ----      ----     2.359   -.008                  2.367                     222
JLY25      ----      ----      ----      ----     2.391   -.008                  2.399                     222
AUG25      ----      ----      ----      ----     2.398   -.008                  2.406                     222
SEP25      ----      ----      ----      ----     2.392   -.008                  2.400                     222
OCT25      ----      ----      ----      ----     2.416   -.008                  2.424                     222
NOV25      ----      ----      ----      ----     2.478   -.008                  2.486                     222
DEC25      ----      ----      ----      ----     2.640   -.008                  2.648                     222
JAN26      ----      ----      ----      ----     2.760   -.008                  2.768                     324
FEB26      ----      ----      ----      ----     2.725   -.008                  2.733                     324
MAR26      ----      ----      ----      ----     2.612   -.008                  2.620                     324
APR26      ----      ----      ----      ----     2.352   -.008                  2.360                     324
MAY26      ----      ----      ----      ----     2.342   -.008                  2.350                     324
JUN26      ----      ----      ----      ----     2.372   -.008                  2.380                     324
JLY26      ----      ----      ----      ----     2.404   -.008                  2.412                     324
AUG26      ----      ----      ----      ----     2.418   -.008                  2.426                     324
SEP26      ----      ----      ----      ----     2.414   -.008                  2.422                     324
OCT26      ----      ----      ----      ----     2.438   -.008                  2.446                     324
NOV26      ----      ----      ----      ----     2.503   -.008                  2.511                     324
DEC26      ----      ----      ----      ----     2.673   -.008                  2.681                     324
JAN27      ----      ----      ----      ----     2.797   -.008                  2.805
FEB27      ----      ----      ----      ----     2.762   -.008                  2.770
MAR27      ----      ----      ----      ----     2.662   -.008                  2.670
APR27      ----      ----      ----      ----     2.397   -.008                  2.405
MAY27      ----      ----      ----      ----     2.387   -.008                  2.395
JUN27      ----      ----      ----      ----     2.416   -.008                  2.424
JLY27      ----      ----      ----      ----     2.448   -.008                  2.456
AUG27      ----      ----      ----      ----     2.463   -.008                  2.471
SEP27      ----      ----      ----      ----     2.468   -.008                  2.476
OCT27      ----      ----      ----      ----     2.496   -.008                  2.504
NOV27      ----      ----      ----      ----     2.562   -.008                  2.570
DEC27      ----      ----      ----      ----     2.730   -.008                  2.738
JAN28      ----      ----      ----      ----     2.850   -.008                  2.858
FEB28      ----      ----      ----      ----     2.810   -.008                  2.818
MAR28      ----      ----      ----      ----     2.710   -.008                  2.718
APR28      ----      ----      ----      ----     2.440   -.008                  2.448
MAY28      ----      ----      ----      ----     2.420   -.008                  2.428
JUN28      ----      ----      ----      ----     2.452   -.008                  2.460
JLY28      ----      ----      ----      ----     2.492   -.008                  2.500
AUG28      ----      ----      ----      ----     2.507   -.008                  2.515
SEP28      ----      ----      ----      ----     2.517   -.008                  2.525
OCT28      ----      ----      ----      ----     2.552   -.008                  2.560
NOV28      ----      ----      ----      ----     2.618   -.008                  2.626
DEC28      ----      ----      ----      ----     2.770   -.008                  2.778
JAN29      ----      ----      ----      ----     2.893   -.008                  2.901
FEB29      ----      ----      ----      ----     2.858   -.008                  2.866
MAR29      ----      ----      ----      ----     2.763   -.008                  2.771
APR29      ----      ----      ----      ----     2.468   -.008                  2.476
MAY29      ----      ----      ----      ----     2.446   -.008                  2.454
JUN29      ----      ----      ----      ----     2.481   -.008                  2.489
JLY29      ----      ----      ----      ----     2.521   -.008                  2.529
AUG29      ----      ----      ----      ----     2.536   -.008                  2.544
SEP29      ----      ----      ----      ----     2.546   -.008                  2.554
OCT29      ----      ----      ----      ----     2.581   -.008                  2.589
NOV29      ----      ----      ----      ----     2.653   -.008                  2.661
DEC29      ----      ----      ----      ----     2.808   -.008                  2.816
JAN30      ----      ----      ----      ----     2.938   -.008                  2.946
FEB30      ----      ----      ----      ----     2.903   -.008                  2.911
MAR30      ----      ----      ----      ----     2.818   -.008                  2.826
APR30      ----      ----      ----      ----     2.513   -.008                  2.521
MAY30      ----      ----      ----      ----     2.491   -.008                  2.499
JUN30      ----      ----      ----      ----     2.526   -.008                  2.534
JLY30      ----      ----      ----      ----     2.566   -.008                  2.574
AUG30      ----      ----      ----      ----     2.606   -.008                  2.614
SEP30      ----      ----      ----      ----     2.621   -.008                  2.629
OCT30      ----      ----      ----      ----     2.667   -.008                  2.675
NOV30      ----      ----      ----      ----     2.739   -.008                  2.747
DEC30      ----      ----      ----      ----     2.894   -.008                  2.902
JAN31      ----      ----      ----      ----     3.024   -.008                  3.032
FEB31      ----      ----      ----      ----     2.989   -.008                  2.997
MAR31      ----      ----      ----      ----     2.924   -.008                  2.932
APR31      ----      ----      ----      ----     2.622   -.008                  2.630
MAY31      ----      ----      ----      ----     2.600   -.008                  2.608
JUN31      ----      ----      ----      ----     2.635   -.008                  2.643
JLY31      ----      ----      ----      ----     2.675   -.008                  2.683
AUG31      ----      ----      ----      ----     2.715   -.008                  2.723
SEP31      ----      ----      ----      ----     2.730   -.008                  2.738
OCT31      ----      ----      ----      ----     2.776   -.008                  2.784
NOV31      ----      ----      ----      ----     2.848   -.008                  2.856
DEC31      ----      ----      ----      ----     3.003   -.008                  3.011
JAN32      ----      ----      ----      ----     3.129   -.008                  3.137
FEB32      ----      ----      ----      ----     3.094   -.008                  3.102
MAR32      ----      ----      ----      ----     3.029   -.008                  3.037
APR32      ----      ----      ----      ----     2.727   -.008                  2.735
MAY32      ----      ----      ----      ----     2.705   -.008                  2.713
JUN32      ----      ----      ----      ----     2.740   -.008                  2.748
JLY32      ----      ----      ----      ----     2.780   -.008                  2.788
AUG32      ----      ----      ----      ----     2.820   -.008                  2.828
SEP32      ----      ----      ----      ----     2.835   -.008                  2.843
OCT32      ----      ----      ----      ----     2.881   -.008                  2.889
NOV32      ----      ----      ----      ----     2.953   -.008                  2.961
DEC32      ----      ----      ----      ----     3.108   -.008                  3.116
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  4428                    399      124661
NYP Henry Hub NBP (ICIS Heren) Natural Gas Spread Futu
MAR20      ----      ----      ----      ----      ----    UNCH                  -.992
APR20      ----      ----      ----      ----      ----    UNCH                  -.968
MAY20      ----      ----      ----      ----      ----    UNCH                  -.990
JUN20      ----      ----      ----      ----      ----    UNCH                 -1.048
JLY20      ----      ----      ----      ----      ----    UNCH                 -1.025
AUG20      ----      ----      ----      ----      ----    UNCH                 -1.055
SEP20      ----      ----      ----      ----      ----    UNCH                 -1.244
OCT20      ----      ----      ----      ----      ----    UNCH                 -1.498
NOV20      ----      ----      ----      ----      ----    UNCH                 -2.280
DEC20      ----      ----      ----      ----      ----    UNCH                 -2.481
JAN21      ----      ----      ----      ----      ----    UNCH                 -2.562
FEB21      ----      ----      ----      ----      ----    UNCH                 -2.629
MAR21      ----      ----      ----      ----      ----    UNCH                 -2.388
APR21      ----      ----      ----      ----      ----    UNCH                 -2.310
MAY21      ----      ----      ----      ----      ----    UNCH                 -2.105
JUN21      ----      ----      ----      ----      ----    UNCH                 -1.995
JLY21      ----      ----      ----      ----      ----    UNCH                 -1.925
AUG21      ----      ----      ----      ----      ----    UNCH                 -1.999
SEP21      ----      ----      ----      ----      ----    UNCH                 -2.222
OCT21      ----      ----      ----      ----      ----    UNCH                 -2.604
NOV21      ----      ----      ----      ----      ----    UNCH                 -2.879
DEC21      ----      ----      ----      ----      ----    UNCH                 -3.012
JAN22      ----      ----      ----      ----      ----    UNCH                 -3.375
FEB22      ----      ----      ----      ----      ----    UNCH                 -3.322
MAR22      ----      ----      ----      ----      ----    UNCH                 -2.998
APR22      ----      ----      ----      ----      ----    UNCH                 -2.738
MAY22      ----      ----      ----      ----      ----    UNCH                 -2.639
JUN22      ----      ----      ----      ----      ----    UNCH                 -2.567
JLY22      ----      ----      ----      ----      ----    UNCH                 -2.532
AUG22      ----      ----      ----      ----      ----    UNCH                 -2.589
SEP22      ----      ----      ----      ----      ----    UNCH                 -2.685
OCT22      ----      ----      ----      ----      ----    UNCH                 -2.955
NOV22      ----      ----      ----      ----      ----    UNCH                 -3.212
DEC22      ----      ----      ----      ----      ----    UNCH                 -3.393
JAN23      ----      ----      ----      ----      ----    UNCH                 -3.549
FEB23      ----      ----      ----      ----      ----    UNCH                 -3.620
MAR23      ----      ----      ----      ----      ----    UNCH                 -3.407
APR23      ----      ----      ----      ----      ----    UNCH                 -2.958
MAY23      ----      ----      ----      ----      ----    UNCH                 -2.770
JUN23      ----      ----      ----      ----      ----    UNCH                 -2.626
JLY23      ----      ----      ----      ----      ----    UNCH                 -2.616
AUG23      ----      ----      ----      ----      ----    UNCH                 -2.743
SEP23      ----      ----      ----      ----      ----    UNCH                 -3.112
OCT23      ----      ----      ----      ----      ----    UNCH                 -3.644
NOV23      ----      ----      ----      ----      ----    UNCH                 -3.842
DEC23      ----      ----      ----      ----      ----    UNCH                 -3.725
PA Palladium Futures
FEB20      ----      ----      ----      ----   2271.70  +39.60                2232.10
MAR20   2206.00   2278.70   2206.00   2261.30B  2249.80  +39.60        3184    2210.20        4889       14831
APR20      ----      ----      ----      ----   2248.20  +39.60                2208.60                       1
JUN20   2223.90   2273.40   2218.60   2257.90   2246.50  +39.70         972    2206.80         927        5700
SEP20   2202.50   2260.00   2202.50   2252.50   2233.90  +39.90          50    2194.00          29        1163
DEC20   2210.00   2210.00   2210.00   2210.00   2219.20  +39.90           2    2179.30                     430
MAR21      ----      ----      ----      ----   2212.20  +39.90                2172.30
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  4208                   5845       22125
PAM Micro Palladium Futures
FEB20      ----      ----      ----      ----   2271.70  +39.60                2232.10
MAR20      ----      ----      ----      ----   2249.80  +39.60                2210.20
APR20      ----      ----      ----      ----   2248.20  +39.60                2208.60
JUN20      ----      ----      ----      ----   2246.50  +39.70                2206.80
SEP20      ----      ----      ----      ----   2233.90  +39.90                2194.00
DEC20      ----      ----      ----      ----   2219.20  +39.90                2179.30
MAR21      ----      ----      ----      ----   2212.20  +39.90                2172.30
PAT PALLADIUM TAS FUTURES
MAR20       .00       .00       .00       .00       .00    UNCH          12        .00
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    12
PL Platinum Futures
FEB20      ----      ----      ----      ----     964.3    -2.3                  966.6                      15
MAR20     962.0     966.5     962.0     966.5     965.3    -2.7           3      968.0          43          12
APR20     970.3     978.1     956.3     965.3     966.9    -2.3       14010      969.2       16394       93751
JLY20     975.2     982.1     962.1     970.0     972.1    -2.2         711      974.3         455        6109
OCT20     973.0     974.5     968.0     974.5     977.2    -2.2          28      979.4          21         497
JAN21      ----      ----      ----      ----     983.5    -2.3                  985.8           4         155
APR21      ----      ----      ----      ----     990.0    -2.3                  992.3
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 14752                  16917      100539
PLT PLATINUM TAS FUTURES
APR20       .00       .01B     -.02      -.02       .00    UNCH          44        .00
JLY20      ----      ----      ----      ----       .00    UNCH                    .00
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    44
PPS Platinum/Palladium Spread Futures
MAR20      ----      ----      ----      ----      ----    UNCH               -1139.50
APR20      ----      ----      ----      ----      ----    UNCH               -1134.40
QG E-mini Natural Gas Futures
MAR20     1.815     1.815     1.755     1.770     1.766   -.092        1607      1.858        1130        4998
APR20     1.855     1.855     1.800     1.805     1.804   -.088         298      1.892         143        1186
MAY20     1.915     1.915     1.865     1.870     1.869   -.082         101      1.951          42         637
JUN20     1.970     1.970     1.945     1.945     1.937   -.078           9      2.015           7          99
JLY20     2.015     2.015     2.015     2.015     2.014   -.071           1      2.085                      70
AUG20      ----      ----      ----      ----     2.050   -.067                  2.117                      17
SEP20      ----      ----      ----      ----     2.054   -.061                  2.115           1           7
OCT20     2.100     2.100     2.100     2.100     2.089   -.060           2      2.149                      11
NOV20      ----      ----      ----      ----     2.224   -.040                  2.264                       6
DEC20      ----      ----      ----      ----     2.444   -.018                  2.462                      12
JAN21      ----      ----      ----      ----     2.558   -.016           1      2.574           1           6
FEB21      ----      ----      ----      ----     2.527   -.014                  2.541                       4
MAR21      ----      ----      ----      ----     2.438   -.013                  2.451                       3
APR21      ----      ----      ----      ----     2.205   -.010                  2.215                       7
MAY21      ----      ----      ----      ----     2.185   -.011                  2.196                       4
JUN21      ----      ----      ----      ----     2.225   -.010                  2.235                       3
JLY21      ----      ----      ----      ----     2.270   -.007                  2.277                       3
AUG21      ----      ----      ----      ----     2.278   -.007                  2.285                       3
SEP21      ----      ----      ----      ----     2.264   -.006                  2.270                       3
OCT21      ----      ----      ----      ----     2.288   -.006                  2.294                       5
NOV21      ----      ----      ----      ----     2.361   -.004                  2.365                       2
DEC21      ----      ----      ----      ----     2.537   -.004                  2.541
JAN22      ----      ----      ----      ----     2.654   -.006                  2.660
FEB22      ----      ----      ----      ----     2.622   -.006                  2.628
MAR22      ----      ----      ----      ----     2.493   -.007                  2.500
APR22      ----      ----      ----      ----     2.250   -.007                  2.257
MAY22      ----      ----      ----      ----     2.225   -.006                  2.231
JUN22      ----      ----      ----      ----     2.270   -.006                  2.276
JLY22      ----      ----      ----      ----     2.314   -.007                  2.321
AUG22      ----      ----      ----      ----     2.328   -.007                  2.335
SEP22      ----      ----      ----      ----     2.320   -.008                  2.328
OCT22      ----      ----      ----      ----     2.350   -.008                  2.358
NOV22      ----      ----      ----      ----     2.420   -.008                  2.428
DEC22      ----      ----      ----      ----     2.591   -.008                  2.599
JAN23      ----      ----      ----      ----     2.713   -.008                  2.721
FEB23      ----      ----      ----      ----     2.670   -.008                  2.678
MAR23      ----      ----      ----      ----     2.537   -.008                  2.545
APR23      ----      ----      ----      ----     2.287   -.008                  2.295
MAY23      ----      ----      ----      ----     2.272   -.008                  2.280
JUN23      ----      ----      ----      ----     2.314   -.008                  2.322
JLY23      ----      ----      ----      ----     2.355   -.008                  2.363
AUG23      ----      ----      ----      ----     2.370   -.008                  2.378
SEP23      ----      ----      ----      ----     2.363   -.008                  2.371
OCT23      ----      ----      ----      ----     2.391   -.008                  2.399
NOV23      ----      ----      ----      ----     2.465   -.008                  2.473
DEC23      ----      ----      ----      ----     2.643   -.008                  2.651
JAN24      ----      ----      ----      ----     2.754   -.008                  2.762
FEB24      ----      ----      ----      ----     2.714   -.008                  2.722
MAR24      ----      ----      ----      ----     2.584   -.008                  2.592
APR24      ----      ----      ----      ----     2.324   -.008                  2.332
MAY24      ----      ----      ----      ----     2.304   -.008                  2.312
JUN24      ----      ----      ----      ----     2.335   -.008                  2.343
JLY24      ----      ----      ----      ----     2.365   -.008                  2.373
AUG24      ----      ----      ----      ----     2.373   -.008                  2.381
SEP24      ----      ----      ----      ----     2.363   -.008                  2.371
OCT24      ----      ----      ----      ----     2.386   -.008                  2.394
NOV24      ----      ----      ----      ----     2.448   -.008                  2.456
DEC24      ----      ----      ----      ----     2.629   -.008                  2.637
JAN25      ----      ----      ----      ----     2.750   -.008                  2.758
FEB25      ----      ----      ----      ----     2.715   -.008                  2.723
MAR25      ----      ----      ----      ----     2.601   -.008                  2.609
APR25      ----      ----      ----      ----     2.341   -.008                  2.349
MAY25      ----      ----      ----      ----     2.329   -.008                  2.337
JUN25      ----      ----      ----      ----     2.359   -.008                  2.367
JLY25      ----      ----      ----      ----     2.391   -.008                  2.399
AUG25      ----      ----      ----      ----     2.398   -.008                  2.406
SEP25      ----      ----      ----      ----     2.392   -.008                  2.400
OCT25      ----      ----      ----      ----     2.416   -.008                  2.424
NOV25      ----      ----      ----      ----     2.478   -.008                  2.486
DEC25      ----      ----      ----      ----     2.640   -.008                  2.648
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  2019                   1324        7086
QH E-mini NY Harbor ULSD Futures
MAR20      ----      ----      ----      ----    1.6125  -.0308                 1.6433                       3
APR20      ----      ----      ----      ----    1.6093  -.0300                 1.6393
MAY20      ----      ----      ----      ----    1.6086  -.0302                 1.6388
JUN20      ----      ----      ----      ----    1.6122  -.0298                 1.6420
JLY20      ----      ----      ----      ----    1.6192  -.0288                 1.6480
AUG20      ----      ----      ----      ----    1.6276  -.0279                 1.6555
SEP20      ----      ----      ----      ----    1.6375  -.0268                 1.6643
OCT20      ----      ----      ----      ----    1.6470  -.0259                 1.6729
NOV20      ----      ----      ----      ----    1.6553  -.0252                 1.6805
DEC20      ----      ----      ----      ----    1.6619  -.0242                 1.6861
JAN21      ----      ----      ----      ----    1.6684  -.0235                 1.6919
FEB21      ----      ----      ----      ----    1.6714  -.0231                 1.6945
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                        3
QM E-mini Crude Oil Futures
MAR20    50.100    50.500    49.425    49.650    49.570   -.750       25038     50.320       28915        4402
APR20    50.150    50.700    49.650    49.875    49.780   -.770         862     50.550         825         839
MAY20    50.500    50.950    49.900    50.050    50.030   -.790          85     50.820          67         289
JUN20    50.500    51.125B   50.125    50.325    50.250   -.790          37     51.040          39         434
JLY20    50.650    50.850    50.375    50.425    50.460   -.760          25     51.220           4          60
AUG20    50.975    51.250B   50.600    50.700    50.600   -.710           6     51.310          12          71
SEP20    51.175    51.250    51.000    51.000    50.690   -.640           4     51.330                      65
OCT20    51.050    51.050    50.550    50.550    50.750   -.560           3     51.310           1          29
NOV20      ----      ----      ----      ----    50.800   -.480                 51.280                      34
DEC20    50.950    51.400    50.600    50.900A   50.800   -.420          51     51.220          83         155
JAN21      ----      ----      ----      ----    50.790   -.350                 51.140                       7
FEB21      ----      ----    51.050A   51.050A   50.750   -.320                 51.070
MAR21      ----      ----      ----      ----    50.730   -.280                 51.010
APR21    50.500    50.500    50.500    50.500    50.720   -.250           1     50.970                       1
MAY21      ----      ----      ----      ----    50.730   -.220                 50.950
JUN21      ----      ----      ----      ----    50.750   -.200                 50.950                      35
JLY21      ----      ----      ----      ----    50.740   -.170                 50.910                       1
AUG21      ----      ----      ----      ----    50.740   -.150                 50.890
SEP21      ----      ----      ----      ----    50.760   -.120                 50.880
OCT21      ----      ----      ----      ----    50.800   -.100                 50.900
NOV21      ----      ----      ----      ----    50.850   -.080                 50.930
DEC21      ----      ----      ----      ----    50.920   -.050                 50.970           1          36
JAN22      ----      ----      ----      ----    50.920   -.030                 50.950                       1
FEB22      ----      ----      ----      ----    50.930   -.020                 50.950
MAR22      ----      ----      ----      ----    50.960    UNCH                 50.960
APR22      ----      ----      ----      ----    51.000   +.020                 50.980
MAY22      ----      ----      ----      ----    51.050   +.040                 51.010
JUN22      ----      ----      ----      ----    51.110   +.060                 51.050                       7
JLY22      ----      ----      ----      ----    51.120   +.080                 51.040
AUG22      ----      ----      ----      ----    51.140   +.100                 51.040
SEP22      ----      ----      ----      ----    51.180   +.120                 51.060
OCT22      ----      ----      ----      ----    51.230   +.130                 51.100
NOV22      ----      ----      ----      ----    51.300   +.140                 51.160
DEC22      ----      ----      ----      ----    51.380   +.150                 51.230                       3
JAN23      ----      ----      ----      ----    51.380   +.160                 51.220
FEB23      ----      ----      ----      ----    51.390   +.170                 51.220
MAR23      ----      ----      ----      ----    51.410   +.180                 51.230
APR23      ----      ----      ----      ----    51.440   +.170                 51.270
MAY23      ----      ----      ----      ----    51.500   +.170                 51.330
JUN23      ----      ----      ----      ----    51.580   +.180                 51.400
JLY23      ----      ----      ----      ----    51.610   +.190                 51.420
AUG23      ----      ----      ----      ----    51.640   +.200                 51.440
SEP23      ----      ----      ----      ----    51.680   +.200                 51.480
OCT23      ----      ----      ----      ----    51.740   +.200                 51.540
NOV23      ----      ----      ----      ----    51.820   +.210                 51.610
DEC23      ----      ----      ----      ----    51.900   +.220                 51.680
JAN24      ----      ----      ----      ----    51.920   +.220                 51.700
FEB24      ----      ----      ----      ----    51.870   +.210                 51.660
MAR24      ----      ----      ----      ----    51.930   +.210                 51.720
APR24      ----      ----      ----      ----    51.970   +.210                 51.760
MAY24      ----      ----      ----      ----    52.010   +.200                 51.810
JUN24      ----      ----      ----      ----    52.060   +.200                 51.860
JLY24      ----      ----      ----      ----    52.070   +.200                 51.870
AUG24      ----      ----      ----      ----    52.040   +.190                 51.850
SEP24      ----      ----      ----      ----    52.160   +.190                 51.970
OCT24      ----      ----      ----      ----    52.200   +.180                 52.020
NOV24      ----      ----      ----      ----    52.240   +.180                 52.060
DEC24      ----      ----      ----      ----    52.310   +.170                 52.140
JAN25      ----      ----      ----      ----    52.320   +.170                 52.150
FEB25      ----      ----      ----      ----    52.350   +.160                 52.190
MAR25      ----      ----      ----      ----    52.370   +.160                 52.210
APR25      ----      ----      ----      ----    52.350   +.150                 52.200
MAY25      ----      ----      ----      ----    52.390   +.150                 52.240
JUN25      ----      ----      ----      ----    52.400   +.150                 52.250
JLY25      ----      ----      ----      ----    52.400   +.140                 52.260
AUG25      ----      ----      ----      ----    52.460   +.140                 52.320
SEP25      ----      ----      ----      ----    52.470   +.130                 52.340
OCT25      ----      ----      ----      ----    52.490   +.130                 52.360
NOV25      ----      ----      ----      ----    52.520   +.120                 52.400
DEC25      ----      ----      ----      ----    52.590   +.120                 52.470
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                 26112                  29947        6469
QU E-mini RBOB Gasoline Futures
MAR20      ----      ----      ----      ----    1.5213  -.0026                 1.5239                       2
APR20      ----      ----      ----      ----    1.6647  -.0129                 1.6776
